HJV5JBCXX_PR0478_01A0202	HJV5JBCXX_PR0478_02A0403	HJV5JBCXX_PR0478_03A1105	HJV5JBCXX_PR0478_04A1206
Fam219aos	1.77538813343404	1.77523680603652	1.77389271041664	1.7778943199821
Grhl1	4.99424114164283	5.01906063647607	4.95031237893452	4.98585379973411
Grhl2	4.05732205858668	4.0090011680486	4.02030642618206	4.00606569593585
Sod1	10.0312001922722	9.99376057322347	9.94945257879113	10.0376048133601
Cyp4f41-ps	2.57774178015986	2.5801137568888	2.58914199799649	2.58694935458397
Tmprss9	0.352528099503629	0.349985420774241	0.353472948352468	0.3499728147198
Tmprss3	-0.0868950215398623	-0.0868977561655234	-0.0845821884917296	-0.084791553525074
Tmprss4	1.92781320588291	1.92780217919734	1.92894781689499	1.94450636168523
Tmprss7	1.04190168152778	1.04189571288929	1.04420510916437	1.04924675118715
Trhr	-0.438290317228706	-0.43829247055793	-0.434811367533215	-0.438299734866129
Tmed10	11.81938036928	11.9642532675056	11.9245425090686	11.8907871293757
Sdpr	1.14003348008861	1.14002704184833	1.15042919116551	1.14000532188499
3110082I17Rik	6.2225478539742	6.22121321663226	6.25492731832752	6.28262391196623
Id4	0.948124628463071	0.945587142953528	0.947903628926171	0.949801288979626
Id2	14.6927964256838	14.3665800678717	14.8000434197048	14.6406719818017
Id3	9.27403715924635	9.57526008953666	9.07519230567054	9.30591672227014
Id1	2.10195194011597	2.1068089225223	2.10887603983904	2.11034373135166
Rrnad1	9.0527687978963	8.99322260552509	9.24116468794027	9.02029028301331
Tpd52	9.3273327049635	9.49080391196494	9.28839670255697	9.48321929918112
Csn2	0.971210278648723	0.971204552551539	0.980456993266325	0.971185235124264
Sorcs3	-1.03569506450045	-1.03571759281169	-1.03463348380391	-1.03473422340564
Trub1	8.25722689231344	8.33797489763362	8.37485571631158	8.32019969115844
Trub2	9.75775838287748	9.87460642172286	9.83304344485527	9.75872868123456
Ids	11.1429827691548	11.0483076999678	10.9144788570701	11.0695167691615
Zfp503	1.42021918388799	1.4202114401798	1.4202020522286	1.43276597785479
Zfp507	9.90691509729512	9.73278722007879	9.65999250086606	9.60583715196248
Ide	13.2935101177319	13.328803823399	13.2692296725209	13.3485028263684
Arpp21	1.79672519005088	1.79417740608935	1.80803167540739	1.79414313503
Barhl1	0.0617019160359628	0.0640948115962452	0.0604231594994421	0.0604165369813305
Gsta4	1.44659357233218	1.44658567119168	1.44889267300752	1.45706722003165
Gsta3	1.14003348008861	1.14002704184833	1.15042919116551	1.14000532188499
Lyl1	2.1095508252734	2.11070965713391	2.11751264310237	2.11562574098349
Med30	10.5810057142555	10.6096400027907	10.6107558104484	10.6160627836967
Med31	7.55925370903643	7.52207957135605	7.5654729551726	7.55514277822352
Tmem29	7.64557367117876	7.59375990886951	7.65185888230367	7.66450626921184
Ccnyl1	7.5868711798991	7.42212158307083	7.5223750434092	7.55170195062861
Taz	10.6763601207008	10.6838669200494	10.8431100224071	10.6616841573233
Aacs	10.4466567776838	10.3834531980178	10.4450253134571	10.4461049806683
Olfr192	-0.941353958585792	-0.938951174897162	-0.941376568142233	-0.941379811178338
Immp1l	9.49833454124744	9.50043893832814	9.49411689445174	9.48256258953944
Prl7a1	0.0448108054357826	0.0496915392788379	0.0448041074420343	0.0447975641659527
Prl7a2	0.618001306369672	0.624095141355055	0.619157483913119	0.617981615300342
Mb	-1.72608161580563	-1.72609374661297	-1.72550985091315	-1.72613820173945
Lrrc14	10.1350661727216	10.1296832391655	10.2335171454477	10.1558695255178
Basp1	3.34539310449984	3.33274382358619	3.3488812000812	3.35157784820134
Fiz1	9.87174200358181	9.98945014858658	9.82227550163896	9.88818714314825
Nespas	3.59814428364631	3.64227308022205	3.60505910115885	3.60437054135732
Apopt1	9.67995188475298	9.62074020949942	9.54058092552334	9.66146656565204
Myd88	11.1558161593233	11.2406755957968	11.2328302335972	11.3362496349621
Glb1l2	-1.7254436450604	-1.726111713526	-1.72612844553546	-1.72616029399044
Glb1l3	0.104526620814546	0.0994393162462673	0.099435486239795	0.0994286584377206
Gm4827	-1.7254436450604	-1.726111713526	-1.72612844553546	-1.72616029399044
D17H6S53E	7.01401140511416	7.01542245030709	7.02733498483279	7.03193745257748
Gm6093	-0.0243659013462872	-0.0243687708419925	-0.0197303490279974	-0.0243784511855182
Efhd1	1.87041610986932	1.8704054155112	1.88767417819511	1.87036933650266
Fam206a	9.66281458986555	9.75233203595603	9.73322889719333	9.93295549499257
Zcchc10	8.58462992729008	8.47399144248357	8.4708681187342	8.48652777761308
Zcchc17	11.0473404472019	11.1306901954142	10.9491399741856	10.9679089720307
Alkbh8	9.68579754766821	9.74875865185558	9.75479623797934	9.72811743090593
Zcchc14	2.8813075821418	2.88605143297552	2.88683803276267	2.89549828201041
Krt23	-1.72608161580563	-1.72609374661297	-1.72550985091315	-1.72613820173945
Krt20	-1.7254436450604	-1.726111713526	-1.72612844553546	-1.72616029399044
Ppp1r18	13.0233797570329	12.9909599633299	13.0315802022058	13.045944274427
Dnaja2	12.4081949186276	12.4851558034008	12.4059048107997	12.4253023390917
Dnaja3	11.6037810015162	11.5250167316138	11.5359392561383	11.4436098513934
