"stat.mean"	"HJV5JBCXX_PR0478_01A0202"	"HJV5JBCXX_PR0478_02A0403"	"HJV5JBCXX_PR0478_03A1105"	"HJV5JBCXX_PR0478_04A1206"
"map05034"	-0.0514280305058349	0.229835478819487	0.645606255805897	-0.578318551488493	-0.502835305160231
"map04913"	-0.0517299675323152	0.0419622475993585	0.45324586265314	-0.190480495514701	-0.511647484867058
"map05130"	-0.0512651233872714	0.0753332749756873	-1.3292975675299	-0.23262892806312	1.28153272706824
"map05414"	-0.0497442310206547	1.08388574062479	-0.937327153810934	0.367928375795747	-0.713463886692221
"map04217"	-0.0497186859976757	-0.626025376135704	-1.74747339313559	0.570669605572445	1.60395441970815
"map03015"	-0.0472811327340895	-0.648715134833129	1.48146460792548	-0.641342765949294	-0.38053123807942
"map00053"	-0.0489451335159689	0.395885857142211	0.566431983188707	-0.411192241828486	-0.746906132566308
"map05410"	-0.0481660036321042	1.51472181027266	-1.35255186379287	1.03903978561461	-1.39387374662282
"map04212"	-0.0466629729911764	0.969138171324418	0.730288980052479	-1.35226706445916	-0.533811978882442
"map04392"	-0.0429709516673564	0.558077413484181	-0.153491771619713	-0.334175606015266	-0.242293842518627
"map04218"	-0.0398288636027379	0.668957665262782	-0.14603098344115	-0.620669206450149	-0.061572929782435
"map04720"	-0.0390654290583586	1.31926986465839	0.11161306541929	-1.0971051358251	-0.490039510486014
"map05203"	-0.0354211415552823	0.245506503930419	-0.464285930435866	-0.00759275622404225	0.0846876165083599
"map04961"	-0.0330652918553707	0.658164740772751	0.325897391507371	-0.449677161300887	-0.666646138400718
"map00010"	-0.0331362803483013	-0.62271472019292	0.654390770184593	-0.945837386774653	0.781616215389774
"map00310"	-0.0328810611460129	-0.734906051087839	0.883186288004395	1.2634173768342	-1.5432218583348
"map04933"	-0.0304504180992198	-0.815147610454443	0.853661542696418	-1.03164310411298	0.871327499474129
"map05212"	-0.0294455031400863	0.0300087750238602	0.139107688688672	-0.3616862116927	0.0747877354198222
"map04666"	-0.0225153204861542	0.0309638855718206	-0.951119368665601	-0.965292718365758	1.79538691951492
"map04012"	-0.0252551918606467	0.93052587492216	0.615661148990697	-1.86060583816448	0.213398046809037
"map00340"	-0.0229717398084118	-0.20969997176728	-0.446672222686882	0.0211256090335324	0.543359626186982
"map04612"	-0.0193874412155568	-0.993964584667169	-1.13133125422698	0.541077449618933	1.50666862441299
"map05226"	-0.0197985118615523	-0.142012797932802	0.792841197684816	-0.64131529833259	-0.0887071488656329
"map04066"	-0.0200138736228626	-0.572829740059976	1.43227293601035	-1.81410161650885	0.87460292606702
"map04915"	-0.0167721246966119	1.14019080752002	2.04341582358658	-1.76434750252984	-1.48634762736321
"map04630"	-0.0142836658939076	-0.661565170253969	-0.377647870906763	-0.765691962672529	1.74777034025763
"map00052"	-0.0155068733221077	-0.635717615005749	0.0895389898463051	-0.263003728476664	0.747154860347677
"map04726"	-0.0150316524765639	0.361083159861755	0.757447017996683	-0.641073595682032	-0.537583192082662
"map04727"	-0.0148452357274376	0.292410655810163	-0.65336343961315	-0.172112012400277	0.473683853293513
"map00450"	-0.0140920766394527	-0.950987308213086	0.0661721699055926	0.690207083502328	0.138239748247355
"map04072"	-0.0132721835920869	0.621973785181608	1.14977105287792	-1.4619193217104	-0.362914250717481
"map04113"	-0.0118949210995335	-0.0644406052971802	0.384805530631509	0.185842895383491	-0.553787505115954
"map04011"	-0.00723266097335369	-0.375088197666233	1.63669496319291	-0.983400861718179	-0.30713654770191
"map04214"	-0.0106306485816209	1.27278144334612	-1.09770704010755	-0.327682844287687	0.110085846722635
"map04514"	-0.0105463782343671	0.587021425335698	-1.64000957457127	0.621057809320165	0.389744826977937
"map01521"	-0.00944500920420152	0.0821841038491279	1.22794164980425	-1.79747302911021	0.449567238640018
"map00280"	-0.00761028721440472	-0.469852245633483	-0.271557992543705	0.283588169153108	0.427380920166461
"map00710"	-0.00593580398282275	-0.894810849508028	-0.305559239391675	0.130096590136799	1.04653028283161
"map05033"	-0.00591314586296756	-0.0700408594463393	-0.135164350273093	0.205672996653179	-0.0241203703856175
"map04350"	-0.00174049435664417	1.01952235417723	0.900991189087326	-1.41759112365758	-0.509884397033549
"map05330"	-0.00435015140670081	-0.177687412070499	-1.7600920789553	1.2745465612758	0.645832324123199
